Unnamed: 0,Floor No,Units Available,Covered Area,Carpet Area,Sqft Price,Total Amenities,Area Difference (%),Floors,Price_Millions,Possession Status,Flooring Type,Society,Furnished Type,Facing,Transaction Type,Type of Property,City,Bathroom,Parking,Bedroom,Balconies,Ownership Type
3048,0,0,420,320,4762,3,23,3,2.00004,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Thane,1,0,1,1,Freehold
3049,2,1,855,652,9000,17,23,7,7.695,Ready to Move,Ceramic Tiles,Y,Unfurnished,South - East,New Property,Apartment,Thane,2,1,2,3,Freehold
3050,4,1,667,540,2500000,90,19,4,2.5,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Thane,1,1,1,1,Freehold
3051,4,1,630,510,2000000,2,19,4,2.0,Ready to Move,Granite,Y,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3052,1,1,740,740,7162,2,0,7,5.29988,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3053,1,0,550,403,16727,12,26,36,9.19985,Ready to Move,Vitrified,Y,Semi-Furnished,North - East,Resale,Apartment,Thane,2,1,1,1,Freehold
3054,4,0,410,313,3537,9,23,9,1.45017,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,Resale,Apartment,Thane,1,0,1,2,Freehold
3055,2,0,450,343,2889,90,23,4,1.30005,Ready to Move,Vitrified,Y,Unfurnished,North - East,Resale,Apartment,Thane,1,1,1,1,Freehold
3056,22,0,10892,746,1836,89,93,30,19.997712,Ready to Move,Vitrified,Y,Unfurnished,North,New Property,Apartment,Thane,2,1,2,3,Freehold
3057,15,1,444,444,11005,90,0,30,4.88622,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
3058,16,110,1200,720,11307,90,40,35,13.5684,Under Construction,Marble,Y,Semi-Furnished,West,New Property,Apartment,Thane,2,1,2,2,Co-operative Society
3059,0,123,690,585,6102,90,15,12,4.21038,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
3060,19,24,1350,758,5925,90,43,23,7.99875,Under Construction,Ceramic Tiles,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,3,2,Freehold
3061,18,20,1050,754,16000,90,28,52,16.8,Under Construction,Marbonite,Y,Unfurnished,West,New Property,Apartment,Thane,2,1,2,1,Freehold
3062,4,0,950,725,8947,1,23,10,8.49965,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3063,15,1,472,432,16949,1,8,30,7.999928,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,0,1,1,Freehold
3064,15,1,317,242,20505,0,23,24,6.500085,Under Construction,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3065,6,1,735,561,16054,0,23,22,11.79969,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3066,13,1,798,609,29449,0,23,29,23.500302,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3067,1,0,400,305,15000,0,23,8,6.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3068,2,1,520,397,16923,0,23,31,8.79996,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3069,3,0,440,335,11818,0,23,8,5.19992,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3070,14,1,1350,950,10370,0,29,27,13.9995,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3071,0,0,300,229,5000,0,23,1,1.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Residential House,Thane,1,0,1,1,Freehold
3072,0,0,400,300,11000,0,25,7,4.4,Ready to Move,Vitrified,N,Unfurnished,South -West,Resale,Apartment,Thane,1,0,1,1,Co-operative Society
3073,15,0,1160,950,17069,0,18,27,19.80004,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3074,4,1,1090,832,12844,0,23,19,13.99996,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3075,7,0,1100,839,10455,0,23,20,11.5005,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3076,1,2,588,476,10500000,0,19,9,10.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3077,12,0,754,610,9700000,0,19,15,9.7,Ready to Move,Vitrified,Y,Unfurnished,Unknown,New Property,Apartment,Thane,2,0,2,2,Freehold
3078,15,0,705,538,12199,0,23,20,8.600295,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3079,10,0,650,530,13846,0,18,16,8.9999,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3080,25,0,450,343,23333,0,23,29,10.49985,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3081,2,0,600,458,5833,0,23,7,3.4998,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3082,10,0,60,49,9900000,0,19,29,9.9,Ready to Move,Ceramic Tiles,N,Unfurnished,North - East,Resale,Apartment,Thane,2,0,2,1,Co-operative Society
3083,4,0,390,297,13077,0,23,7,5.10003,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3084,1,0,800,800,12500,2,0,7,10.0,Ready to Move,Vitrified,N,Unfurnished,North,Resale,Apartment,Thane,2,0,2,1,Freehold
3085,2,1,780,585,7141,90,25,7,5.56998,Ready to Move,Ceramic Tiles,N,Furnished,North,Resale,Apartment,Thane,2,1,1,1,Freehold
3086,7,0,800,610,11875,0,23,30,9.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3087,1,1,1200,916,10833,0,23,19,12.9996,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3088,12,1,1300,992,10000,0,23,20,13.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Residential House,Thane,3,0,3,1,Freehold
3089,17,0,1200,873,11667,0,27,20,14.0004,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3090,13,0,400,305,14000,0,23,18,5.6,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,0,Freehold
3091,3,0,1038,840,9500000,0,19,7,9.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3092,12,1,2089,1690,38000000,0,19,17,38.0,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3093,14,1,519,396,14451,0,23,29,7.500069,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3094,10,1,1372,1110,16500000,0,19,27,16.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,3,0,3,2,Freehold
3095,3,0,528,395,14205,2,25,4,7.50024,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Thane,1,0,1,1,Co-operative Society
3096,2,0,800,610,11875,0,23,19,9.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3097,7,0,520,480,13077,0,7,14,6.80004,Ready to Move,Vitrified,N,Semi-Furnished,North - East,New Property,Apartment,Thane,1,0,1,1,Freehold
3098,9,1,825,629,16970,0,23,34,14.00025,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3099,1,0,649,525,9000000,0,19,20,9.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3100,6,1,1150,800,13478,0,30,27,15.4997,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3101,7,0,508,508,13780,0,0,7,7.00024,Ready to Move,Vitrified,N,Semi-Furnished,North,New Property,Apartment,Thane,1,0,1,3,Co-operative Society
3102,3,0,600,458,12000,0,23,5,7.2,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3103,0,0,350,350,11428,1,0,2,3.9998,Ready to Move,Normal Tiles/Kotah Stone,N,Unfurnished,North,Resale,Apartment,Thane,1,0,1,1,Freehold
3104,9,0,594,453,15320,1,23,27,9.10008,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3105,0,1,555,449,7951790,0,19,14,7.95179,Under Construction,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Thane,2,0,1,3,Freehold
3106,19,1,318,242,19151,0,23,42,6.090018,Under Construction,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3107,22,1,2010,1534,20398,0,23,28,40.99998,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,4,0,4,1,Freehold
3108,19,0,802,760,23067,0,5,22,18.499734,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3109,2,0,900,530,8889,89,41,4,8.0001,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,1,1,1,1,Freehold
3110,17,0,550,419,17273,0,23,25,9.50015,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,3,Freehold
3111,6,0,1400,1069,16071,0,23,8,22.4994,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,3,0,Freehold
3112,0,1,460,351,11957,1,23,3,5.50022,Ready to Move,Normal Tiles/Kotah Stone,N,Unfurnished,West,Resale,Apartment,Thane,1,0,1,1,Co-operative Society
3113,13,0,790,639,12500000,0,19,30,12.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3114,13,0,790,639,12500000,0,19,30,12.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3115,3,2,476,363,23529,0,23,30,11.199804,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3116,1,0,755,576,16556,0,23,18,12.49978,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3117,6,0,652,497,18405,0,23,7,12.00006,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3118,1,1,803,650,7300000,0,19,7,7.3,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3119,2,0,800,610,6250,0,23,12,5.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,0,Freehold
3120,5,1,770,587,12337,0,23,15,9.49949,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,0,2,1,Co-operative Society
3121,15,1,1000,639,11500,0,36,27,11.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3122,1,0,1200,916,9167,1,23,12,11.0004,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,3,0,3,0,Freehold
3123,15,5,990,755,17677,2,23,25,17.50023,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3124,8,1,630,481,28571,0,23,34,17.99973,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3125,2,0,550,419,9091,0,23,7,5.00005,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3126,7,0,550,419,13273,0,23,7,7.30015,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,3,Freehold
3127,4,0,770,770,11948,89,0,4,9.19996,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,2,Freehold
3128,3,0,730,557,13425,0,23,7,9.80025,Ready to Move,Ceramic Tiles,N,Semi-Furnished,North - East,Resale,Apartment,Thane,1,0,2,1,Co-operative Society
3129,27,24,625,477,15920,0,23,29,9.95,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3130,7,1,460,420,11087,0,8,7,5.10002,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3131,2,0,528,403,12311,0,23,7,6.500208,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,1,0,1,2,Freehold
3132,1,1,1243,1006,20200000,0,19,1,20.2,Ready to Move,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Thane,2,0,2,1,Freehold
3133,1,1,1243,1006,20000000,0,19,1,20.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Thane,2,0,2,1,Freehold
3134,11,1,520,300,11538,0,42,27,5.99976,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3135,16,1,1854,1500,42500000,0,19,17,42.5,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3136,7,0,635,484,11339,0,23,8,7.200265,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3137,3,1,1033,788,10165,0,23,14,10.500445,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3138,6,0,590,450,18814,0,23,6,11.10026,Under Construction,Vitrified,N,Semi-Furnished,Unknown,New Property,Apartment,Thane,2,0,2,2,Freehold
3139,2,0,950,725,11579,0,23,6,11.00005,Ready to Move,Mosaic,N,Semi-Furnished,North - West,Resale,Apartment,Thane,3,0,2,1,Co-operative Society
3140,11,0,585,418,11966,0,28,28,7.00011,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3141,9,1,997,703,9328,0,29,9,9.300016,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3142,2,0,880,680,14773,0,22,10,13.00024,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3143,0,0,869,663,16916,0,23,14,14.700004,Ready to Move,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Thane,2,0,2,0,Freehold
3144,1,1,900,687,12778,0,23,22,11.5002,Under Construction,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3145,9,1,1000,763,14000,0,23,12,14.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3146,4,0,526,401,8555,0,23,4,4.49993,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3147,3,0,484,369,13430,0,23,8,6.50012,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,1,0,1,2,Freehold
3148,2,0,675,675,13333,0,0,2,8.999775,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,2,1,Freehold
3149,2,0,630,481,9524,0,23,5,6.00012,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3150,7,1,300,229,16667,2,23,8,5.0001,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,1,1,1,Freehold
3151,10,0,735,525,12925,0,28,30,9.499875,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3152,3,0,580,442,11207,0,23,8,6.50006,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
3153,3,0,900,687,11111,0,23,7,9.9999,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3154,22,0,630,430,17460,0,31,33,10.9998,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,2,Freehold
3155,18,5,450,450,16667,0,0,30,7.50015,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Co-operative Society
3156,10,1,475,1500,17895,1,-215,28,8.500125,Ready to Move,Vitrified,N,Furnished,North,Resale,Apartment,Thane,1,0,1,1,Freehold
3157,1,1,520,421,5100000,2,19,7,5.1,Ready to Move,Mosaic,N,Unfurnished,East,Resale,Apartment,Thane,1,0,1,1,Freehold
3158,2,0,800,610,11875,0,23,7,9.5,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3159,24,1,317,242,18927,0,23,25,5.999859,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3160,2,1,1693,1370,36000000,0,19,27,36.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,3,0,3,2,Freehold
3161,4,10,436,353,3199000,0,19,7,3.199,Under Construction,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3162,3,1,570,453,14386,0,20,15,8.20002,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3163,18,1,671,571,14903,0,14,30,9.999913,Under Construction,Vitrified,N,Unfurnished,South - East,New Property,Apartment,Thane,2,0,2,3,Freehold
3164,7,0,625,477,8800,0,23,8,5.5,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3165,0,0,468,357,20085,0,23,5,9.39978,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3166,1,0,565,431,10796,0,23,6,6.09974,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3167,0,0,456,369,7199000,0,19,14,7.199,Under Construction,Vitrified,N,Semi-Furnished,Unknown,New Property,Apartment,Thane,2,0,2,1,Freehold
3168,5,0,655,465,11450,0,29,21,7.49975,Under Construction,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,3,Freehold
3169,22,1,1179,954,20000000,0,19,30,20.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3170,8,0,1300,992,13077,0,23,28,17.0001,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,3,1,Freehold
3171,5,1,450,343,14444,0,23,14,6.4998,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3172,19,2,746,569,13405,0,23,25,10.00013,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3173,15,5,900,687,18889,0,23,25,17.0001,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3174,0,0,1040,832,12981,0,20,13,13.50024,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,0,Freehold
3175,0,0,600,458,9167,90,23,7,5.5002,Ready to Move,Vitrified,N,Semi-Furnished,West,Resale,Apartment,Thane,1,1,1,1,Co-operative Society
3176,3,0,630,481,17778,0,23,32,11.20014,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3177,4,0,600,458,14333,0,23,7,8.5998,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3178,4,0,1100,770,7455,89,30,4,8.2005,Ready to Move,Mosaic,N,Unfurnished,South - East,Resale,Apartment,Thane,2,1,2,2,Co-operative Society
3179,18,1,1185,904,16878,0,23,30,20.00043,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3180,1,0,756,577,15873,0,23,18,11.999988,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3181,11,0,1166,890,12864,0,23,12,14.999424,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3182,5,0,600,458,12167,0,23,7,7.3002,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3183,7,1,667,540,7300000,0,19,7,7.3,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3184,7,0,1041,794,23535,0,23,8,24.499935,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3185,2,1,1322,1070,17000000,0,19,25,17.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,3,0,3,3,Freehold
3186,2,0,990,755,11616,0,23,14,11.49984,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3187,4,0,630,481,16667,0,23,29,10.50021,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3188,8,0,865,700,17500000,0,19,27,17.5,Under Construction,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
3189,3,0,1000,763,12100,0,23,10,12.1,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3190,4,0,625,574,15200,0,8,8,9.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3191,11,0,1714,1308,14586,0,23,42,25.000404,Under Construction,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,3,0,3,1,Freehold
3192,15,2,920,799,19891,0,13,15,18.29972,Under Construction,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Thane,4,0,3,1,Freehold
3193,1,1,530,405,10755,0,23,7,5.70015,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3194,6,1,515,495,17282,0,3,30,8.90023,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3195,1,1,670,511,15672,0,23,27,10.50024,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3196,4,0,672,450,7738,5,33,7,5.199936,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3197,7,3,665,538,9200000,0,19,33,9.2,Under Construction,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Thane,2,0,2,1,Freehold
3198,19,0,850,649,12941,0,23,25,10.99985,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3199,14,0,920,702,13043,0,23,27,11.99956,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,3,Freehold
3200,3,0,2400,1832,27083,0,23,3,13.4999095,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Villa,Thane,2,0,4,1,Freehold
3201,16,2,700,439,10714,0,37,16,7.4998,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3202,2,1,380,290,15789,0,23,15,5.99982,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3203,6,0,500,381,19000,0,23,26,9.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
3204,8,1,420,320,14286,0,23,29,6.00012,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
3205,3,0,571,436,12609,0,23,5,7.199739,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,1,1,Freehold
3206,3,1,1650,1300,19696,90,21,3,32.4984,Ready to Move,Marble,N,Semi-Furnished,West,Resale,Villa,Thane,3,1,4,3,Freehold
3207,7,0,500,420,11600,19,16,12,5.8,Ready to Move,Ceramic Tiles,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,1,1,1,Freehold
3208,6,0,871,705,10100000,13,19,7,10.1,Ready to Move,Vitrified,N,Unfurnished,North,Resale,Apartment,Thane,2,1,2,2,Co-operative Society
3209,1,1,910,640,9341,24,29,15,8.50031,Ready to Move,Wooden,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,1,2,1,Freehold
3210,7,1,575,438,15652,8,23,7,8.9999,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,0,1,1,Freehold
3211,0,1,1350,1100,17037,89,18,1,22.99995,Ready to Move,Vitrified,N,Semi-Furnished,South -West,Resale,Residential House,Thane,3,1,3,1,Freehold
3212,7,1,1200,894,11250,8,25,14,13.5,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,3,1,3,1,Freehold
3213,25,2,1200,965,22917,17,19,27,27.5004,Ready to Move,Vitrified,N,Unfurnished,West,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
3214,7,0,1200,930,17500,13,22,12,21.0,Ready to Move,Ceramic Tiles,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,1,3,1,Freehold
3215,2,1,1200,680,8333,89,43,20,9.9996,Ready to Move,Vitrified,N,Furnished,West,Resale,Apartment,Thane,2,1,2,1,Freehold
3216,1,0,575,500,9739,11,13,7,5.599925,Ready to Move,Vitrified,N,Furnished,North - East,Resale,Apartment,Thane,2,0,1,1,Freehold
3217,4,0,1121,1020,17841,15,9,4,19.999761,Ready to Move,Marble,N,Semi-Furnished,East,Resale,Apartment,Thane,2,0,3,1,Freehold
3218,30,0,678,670,19027,19,1,30,12.900306,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,1,Freehold
